FC Nantes,Pedro Chirivella,7.8
FC Nantes,Roli Pereira de Sa,7.6
FC Nantes,Nicolas Pallois,7.2
FC Nantes,Alban Lafont,7.1
FC Nantes,Andrei Girotto,7.0
FC Nantes,Fábio,7.0
FC Nantes,Sébastien Corchia,7.0
FC Nantes,Dennis Appiah,6.8
FC Nantes,Quentin Merlin,6.8
FC Nantes,Samuel Moutoussamy,6.8
FC Nantes,Osman Bukari,6.7
FC Nantes,Marcus Coco,6.6
FC Nantes,Ludovic Blas,6.4
FC Nantes,Randal Kolo Muani,6.1
FC Nantes,Renaud Emond,-
