FC Nantes,Andrei Girotto,7.6
FC Nantes,Ludovic Blas,7.4
FC Nantes,Dennis Appiah,7.3
FC Nantes,Moses Simon,7.1
FC Nantes,Randal Kolo Muani,7.0
FC Nantes,Wylan Cyprien,6.9
FC Nantes,Pedro Chirivella,6.8
FC Nantes,Alban Lafont,6.7
FC Nantes,Fábio,6.6
FC Nantes,Jean-Charles Castelletto,6.6
FC Nantes,Kalifa Coulibaly,6.6
FC Nantes,Samuel Moutoussamy,6.6
FC Nantes,Jean-Kévin Augustin,6.5
FC Nantes,Willem Geubbels,6.3
FC Nantes,Quentin Merlin,6.2
FC Nantes,Osman Bukari,5.5
